Unnamed: 0,direc,y_x,score
24,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_13,0.59990335
25,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_30,0.41892266
26,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_25,0.4329884
27,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_14,0.5533679
28,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_22_15,0.41930184
29,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_32,0.42139384
30,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_10,0.5017433
31,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_4,0.427585
32,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_31,0.42111334
33,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_7_3,0.45076895
34,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_31,0.42221916
35,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_8,0.44897088
36,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_3,0.52139944
37,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_29,0.42577192
38,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_15,0.42315483
39,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_1,0.4193971
40,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_13,0.58890444
41,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_11,0.42155623
42,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_3,0.42621773
43,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_26,0.42574763
44,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_22_21,0.4251381
45,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_15,0.5788768
46,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_4,0.42405516
47,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_16,0.41449878
48,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_21_3,0.42519286
49,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_5,0.42099836
50,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_8,0.41727343
51,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_24_4,0.430495
52,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_3,0.42431125
53,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_7,0.42579004
54,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_30,0.4488768
55,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_11_23,0.4171787
56,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_14,0.5137249
57,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_8,0.42302558
58,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_4_10,0.4254857
59,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_7,0.49255538
60,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_31,0.4171178
61,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_11_17,0.43032786
62,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_17,0.42487952
63,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_26,0.41887933
64,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_4_5,0.42332208
65,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_31,0.42221168
66,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_7_25,0.41731614
67,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_32,0.42588827
68,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_20,0.6009592
69,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_24,0.42021814
70,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_18,0.42590716
71,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_26,0.42557225
72,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_10,0.42841318
73,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_21,0.42571047
74,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_3_31,0.4195741
75,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_24_28,0.41622105
76,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_1,0.42167076
77,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_25,0.42065626
78,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_24,0.42362365
79,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_13,0.41992977
80,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_24,0.4216644
81,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_15_13,0.42175913
82,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_28,0.42088667
83,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_17,0.5780742
84,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_9,0.43287757
85,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_2,0.4243553
86,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_15_18,0.42083785
87,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_12,0.42384782
88,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_24_24,0.42249736
89,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_21_2,0.42342576
90,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_12,0.5457571
91,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_28,0.4171151
92,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_27,0.42016953
93,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_4_9,0.42305118
94,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_15,0.5932911
95,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_19,0.42711166
96,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_17,0.42226934
97,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_4,0.42563578
98,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_22,0.58967125
99,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_8,0.42157215
100,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_7_24,0.42315215
101,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_26_13,0.46096104
102,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_8,0.415751
103,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_26,0.45125678
104,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_21,0.41991884
105,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_15,0.42066473
106,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_22_7,0.4343326
107,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_30,0.4218593
108,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_28_13,0.42604086
109,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_4,0.41835055
110,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_19,0.4244252
111,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_3,0.42360273
112,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_12,0.43078294
113,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_7_18,0.5774717
114,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_23,0.45859084
115,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_5,0.42536888
116,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_25,0.42687058
117,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_23,0.5401313
118,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_22_14,0.41984513
119,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_25,0.42548236
120,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_7,0.42072767
121,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_30,0.4232361
122,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_10,0.43043378
123,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_20,0.41677105
124,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_18,0.4232989
125,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_22,0.44499105
126,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_7,0.41869438
127,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_25,0.42061275
128,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_18,0.45055452
129,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_19,0.42274773
130,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_25,0.43850794
131,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_19,0.42526495
132,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_30,0.42468345
133,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_15_15,0.42393935
134,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_26_28,0.41473752
135,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_19,0.5691805
136,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_9,0.4251706
137,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_10,0.42276853
138,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_13,0.41967976
139,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_28,0.42355826
140,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_21,0.42565632
141,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_21_21,0.42427906
142,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_11,0.4182944
143,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_4_20,0.525798
144,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_19,0.44383746
145,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_19,0.558403
146,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_26_27,0.45333123
147,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_7,0.4392743
148,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_21_5,0.50487155
149,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_12,0.43696433
150,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_3_12,0.4510298
151,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_17,0.4555196
152,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_20,0.42462033
153,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_16,0.4220888
154,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_29,0.42120704
155,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_10,0.43966648
156,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_13,0.52609813
157,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_2,0.43298832
158,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_24_8,0.434727
159,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_3_7,0.4220943
160,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_18,0.42343047
161,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_29_12,0.421716
162,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_9,0.5625493
163,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_15_25,0.42785278
164,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_30,0.42442307
165,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_21_18,0.4156668
166,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_3,0.4222263
167,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_21,0.42922285
168,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_3_10,0.42067036
169,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_28,0.4190084
170,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_30,0.42601168
171,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_4,0.4186797
172,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_32,0.88258094
173,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_5_12,0.5099698
174,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_23,0.41706622
175,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_2,0.41857007
176,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_2_25,0.6240475
177,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_29,0.52867514
178,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_28_20,0.41689008
179,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_32,0.4205564
180,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_6,0.42327064
181,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_13_31,0.42099693
182,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_19,0.48492047
183,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_12_15,0.41980317
184,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_28,0.42453045
185,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_10,0.42036504
186,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_28_2,0.482413
187,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_3_4,0.42273104
188,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_15_2,0.42184857
189,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_31,0.42069265
190,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_23,0.4194965
191,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_8,0.4226521
192,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_27,0.42709514
193,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_10,0.42624867
194,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_3,0.42799598
195,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_27_4,0.49139166
196,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_25,0.4210589
197,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_23,0.42000622
198,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_32,0.42525718
199,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_21,0.5843348
200,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_4,0.42345145
201,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_2,0.41890642
202,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_17_9,0.4368292
203,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_25,0.4320518
204,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_25_6,0.4384418
205,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_15,0.45107663
206,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_20_21,0.42822507
207,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_20,0.5728061
208,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_6_5,0.42263165
209,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_16,0.43003386
210,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_19_15,0.42055073
211,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_7,0.4224725
212,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_7,0.4004458
213,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_30,0.5034007
214,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_7,0.52871734
215,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_26_18,0.42129445
216,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_8,0.41963303
217,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_23_29,0.4215411
218,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_29,0.41973338
219,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_1_7,0.4275363
220,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_30_31,0.4188155
221,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_18_12,0.42193517
222,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_9,0.42116496
223,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_9_29,0.42169824
224,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_10_26,0.41599387
225,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_32,0.42095023
226,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_23,0.7801624
227,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_31_15,0.4207152
228,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_8_20,0.4303425
229,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_16_17,0.42373675
230,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_14_28,0.4262333
231,48RVT_32_times_32,S2B_MSIL2A_20230131T033959_R061_T48RVT_20230131T223231_visual_32_32,0.42083305
