Unnamed: 0,direc,y_x,score
1872,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_29_16,0.013577909
1919,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_15,0.013526288
2031,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_29_14,0.013409833
1792,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_1,0.013394046
1668,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_26_28,0.013392168
1176,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_2_24,0.013287122
1491,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_28_15,0.013225696
1037,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_28,0.013217242
1057,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_4_29,0.013195281
2026,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_5_1,0.013192303
1411,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_1_22,0.013164335
1737,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_5_26,0.013072372
1549,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_3_25,0.012935308
1624,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_7_1,0.012924536
1641,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_2_21,0.012897336
2007,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_7_22,0.012848377
1293,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_31_14,0.012844574
1082,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_1_23,0.012835871
1753,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_27_15,0.012805081
1592,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_25_28,0.012760498
1026,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_2_32,0.012759056
1148,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_4_25,0.012619167
1821,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_25_14,0.012576751
1133,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_25_15,0.012565535
1816,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_2_20,0.01256351
1717,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_12_27,0.012543124
1122,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_5_25,0.012435298
1226,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_2_16,0.012393709
1139,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_3,0.012185532
1075,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_27_28,0.012109783
1083,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_29,0.012059374
1569,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_27_13,0.01187781
1199,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_3_28,0.011815131
1137,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_14,0.01175095
1857,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_13_12,0.011721704
2038,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_17,0.011600412
1173,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_28_12,0.011578061
1454,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_28_13,0.011450327
1561,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_4_18,0.011345721
1342,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_3_32,0.011282138
1946,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_25_27,0.011228641
1069,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_4_28,0.011178399
1869,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_7_26,0.011164846
1720,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_8_29,0.011154134
1824,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_27_7,0.011114626
1725,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_8_1,0.011114585
1994,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_5_27,0.011004953
1471,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_6_24,0.010982171
1353,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_4_27,0.010958662
1842,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_6_28,0.010894186
1697,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_1_29,0.010865829
1494,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_1_1,0.010853464
1627,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_11_24,0.010720765
1738,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_5_28,0.01070362
1670,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_15,0.010385589
1528,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_28_6,0.010250552
1268,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_9_1,0.010177404
1407,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_6_2,0.010134319
1932,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_28_29,0.010027411
1982,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_30,0.009805524
1183,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_16,0.009659925
1424,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_6_1,0.009301024
1045,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_29_10,0.009281316
1724,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_16,0.009055803
1873,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_13,0.008905838
1360,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_31_17,0.008872235
1410,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_6,0.008806075
1047,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_31_10,0.008665604
1813,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_14,0.008237297
1748,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_31_16,0.008047917
1579,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_3_1,0.007856134
2017,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_7_28,0.007829253
1032,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_7,0.007786075
1190,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_10,0.007598322
1891,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_32_29,0.007444266
1350,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_13,0.007426387
1508,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_31_13,0.007339744
1246,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_30_5,0.006825005
1784,48RTT_32_times_32,S2A_MSIL2A_20230129T035011_R104_T48RTT_20230131T010128_visual_29_5,0.005626916
2048,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_11,0.014190665
2049,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_20,0.08559488
2050,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_6,0.00697077
2051,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_11_14,0.012651553
2052,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_5,0.014201695
2053,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_5_29,0.28129768
2054,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_18_17,0.024687514
2055,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_5_30,0.8681057
2056,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_25_11,0.013045576
2057,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_6,0.020202532
2058,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_15,0.014106562
2059,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_5,0.008615202
2060,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_4_21,0.09849771
2061,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_4,0.12055539
2062,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_6,0.04170055
2063,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_21_25,0.11632566
2064,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_24_29,0.3042457
2065,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_11,0.012773274
2066,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_7_16,0.09892261
2067,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_21_2,0.01149497
2068,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_7_29,0.24174117
2069,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_21_31,0.020369723
2070,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_1,0.016096447
2071,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_9,0.012079518
2072,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_28_24,0.05432214
2073,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_18,0.043336403
2074,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_23_29,0.25547317
2075,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_20,0.029003544
2076,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_8_25,0.019279923
2077,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_9_3,0.008801893
2078,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_7,0.056485675
2079,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_25_8,0.026397543
2080,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_16_17,0.03637591
2081,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_31_12,0.046371203
2082,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_10,0.027844379
2083,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_2,0.009785428
2084,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_5_22,0.01849076
2085,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_20,0.05759676
2086,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_28,0.1786598
2087,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_14,0.015584444
2088,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_4,0.011556842
2089,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_16,0.014403643
2090,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_22,0.016485153
2091,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_20,0.101582155
2092,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_9,0.028568635
2093,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_2_19,0.07100194
2094,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_28_1,0.01790059
2095,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_7,0.0218751
2096,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_23,0.01381445
2097,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_24,0.092528544
2098,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_23,0.043737646
2099,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_18_20,0.12722167
2100,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_23_18,0.057594027
2101,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_10_21,0.014847439
2102,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_7_3,0.022986583
2103,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_17,0.04195365
2104,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_8,0.01303769
2105,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_5_11,0.031528763
2106,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_12,0.011935237
2107,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_10,0.029179037
2108,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_32,0.44019923
2109,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_4_6,0.054611187
2110,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_31,0.019409154
2111,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_23_23,0.06472611
2112,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_24_3,0.013552839
2113,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_14,0.020566424
2114,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_5,0.010201662
2115,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_25_1,0.014820247
2116,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_24,0.102958664
2117,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_5,0.022911757
2118,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_28,0.05761366
2119,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_10_32,0.26786909
2120,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_17,0.036143806
2121,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_23_2,0.026731733
2122,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_18_4,0.22817807
2123,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_4_29,0.45338014
2124,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_1_28,0.34760532
2125,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_10_19,0.07845301
2126,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_32,0.014969892
2127,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_25_15,0.01859543
2128,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_2_6,0.10290827
2129,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_13_16,0.015992427
2130,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_11_3,0.016223438
2131,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_30,0.08081024
2132,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_23_24,0.14338478
2133,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_6_12,0.02183954
2134,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_6_21,0.04436298
2135,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_18_5,0.13600843
2136,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_4_4,0.040066022
2137,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_2,0.017017592
2138,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_12_20,0.18982624
2139,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_9_14,0.02176147
2140,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_29,0.019805072
2141,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_12,0.016684508
2142,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_7_8,0.02993796
2143,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_18_2,0.012821527
2144,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_2_12,0.05209127
2145,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_7,0.013384321
2146,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_27,0.021623952
2147,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_20,0.07188608
2148,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_13_29,0.16072541
2149,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_31_5,0.027305944
2150,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_24_26,0.25242203
2151,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_7_17,0.099538036
2152,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_20,0.10163914
2153,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_16,0.026739372
2154,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_12,0.009326837
2155,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_2_16,0.028706446
2156,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_21_29,0.076891385
2157,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_1_16,0.012891916
2158,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_8,0.012334926
2159,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_2,0.016867973
2160,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_11_22,0.01525382
2161,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_13,0.011396651
2162,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_13_21,0.03484283
2163,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_1_4,0.028137282
2164,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_20_5,0.013297434
2165,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_9_10,0.009404998
2166,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_10_13,0.021052431
2167,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_30,0.00544145
2168,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_13,0.08707675
2169,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_1_9,0.13406739
2170,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_3_6,0.106525965
2171,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_11_28,0.15933998
2172,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_26_3,0.03307878
2173,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_10_9,0.00811733
2174,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_28_14,0.04455982
2175,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_5_26,0.014942213
2176,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_1,0.015089415
2177,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_22_32,0.25184593
2178,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_15_10,0.07822681
2179,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_28_20,0.13470545
2180,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_6,0.009286842
2181,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_16,0.015880683
2182,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_25_7,0.018380115
2183,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_9_31,0.33760065
2184,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_14_11,0.015938047
2185,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_30_29,0.02212024
2186,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_28_3,0.033782657
2187,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_32_26,0.028647354
2188,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_16_10,0.062897414
2189,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_28,0.15180476
2190,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_13,0.077881664
2191,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_17_4,0.1067726
2192,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_22_17,0.15180483
2193,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_29_9,0.010959996
2194,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_27_22,0.01375859
2195,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_11_19,0.09833925
2196,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_19_2,0.01454479
2197,47RQN_32_times_32,S2A_MSIL2A_20230129T035011_R104_T47RQN_20230131T011301_visual_6_15,0.024550775
