Unnamed: 0,direc,y_x,score
15360,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_32,0.5066347
15361,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_18,0.43751052
15362,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_5,0.5682121
15363,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_22,0.52214515
15364,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_13,0.5715397
15365,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_1,0.56074566
15366,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_1,0.57420737
15367,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_9,0.5705334
15368,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_19,0.5786333
15369,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_26,0.5270395
15370,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_7,0.5775633
15371,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_28,0.5283898
15372,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_10,0.37169278
15373,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_7,0.56452054
15374,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_10,0.5730978
15375,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_22,0.43651807
15376,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_12,0.57352924
15377,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_20,0.48601797
15378,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_32,0.5782313
15379,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_6,0.57987744
15380,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_11,0.5818612
15381,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_15,0.5146379
15382,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_9,0.48858017
15383,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_3,0.57184106
15384,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_4,0.5780565
15385,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_15,0.55963475
15386,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_20,0.5899746
15387,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_3,0.5763576
15388,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_11,0.51441956
15389,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_6,0.57212704
15390,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_9,0.5632707
15391,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_18_26,0.4435383
15392,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_19,0.4671283
15393,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_1_23,0.35801154
15394,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_18,0.5644654
15395,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_12_6,0.5665109
15396,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_10,0.56295377
15397,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_21,0.4912754
15398,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_18,0.50792956
15399,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_25,0.34916222
15400,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_15,0.54461086
15401,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_31,0.405671
15402,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_31,0.5726921
15403,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_2,0.5675258
15404,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_9,0.57009345
15405,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_19,0.33817032
15406,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_11,0.5193379
15407,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_27,0.5705228
15408,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_1,0.5314849
15409,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_11,0.5217122
15410,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_10,0.5840315
15411,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_14,0.56585586
15412,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_9_14,0.4714762
15413,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_11,0.55822176
15414,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_30,0.46701482
15415,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_26_22,0.5403854
15416,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_23,0.5864643
15417,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_26_8,0.5562121
15418,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_21,0.37537426
15419,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_1,0.57131433
15420,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_9,0.5565235
15421,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_1_10,0.5644305
15422,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_9_29,0.5688071
15423,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_29,0.5704739
15424,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_4,0.5778061
15425,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_25,0.56640536
15426,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_11,0.56940794
15427,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_13_10,0.58753794
15428,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_30,0.5136399
15429,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_13_8,0.56381255
15430,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_29,0.5092975
15431,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_4,0.5772487
15432,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_30,0.5774056
15433,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_7,0.5166468
15434,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_10,0.5458046
15435,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_26,0.57298696
15436,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_32,0.3626119
15437,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_12,0.43796605
15438,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_31,0.5023929
15439,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_14,0.547257
15440,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_13,0.5501943
15441,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_29,0.5705641
15442,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_30,0.53868943
15443,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_11,0.5535764
15444,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_10_10,0.5440283
15445,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_7,0.5678236
15446,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_16,0.39237055
15447,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_1,0.5752974
15448,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_21,0.4443272
15449,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_13,0.34534347
15450,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_18,0.48442557
15451,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_10_15,0.55621415
15452,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_26,0.5557046
15453,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_12_7,0.56630874
15454,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_12_8,0.5667627
15455,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_32,0.58174896
15456,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_20,0.5106251
15457,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_7,0.5602765
15458,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_18_31,0.55564773
15459,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_3,0.5448762
15460,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_6,0.5683109
15461,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_4_11,0.5489785
15462,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_4_28,0.53094006
15463,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_15,0.58555716
15464,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_13,0.52186745
15465,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_7,0.56324345
15466,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_25,0.5282702
15467,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_18_9,0.5732044
15468,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_16,0.5870758
15469,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_12,0.5679238
15470,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_24,0.5642415
15471,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_14,0.54352236
15472,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_13_29,0.5731418
15473,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_17,0.519213
15474,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_28,0.43641806
15475,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_15,0.51873446
15476,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_31,0.5417184
15477,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_22,0.46082053
15478,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_20,0.5579699
15479,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_7,0.5715521
15480,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_22_27,0.5700743
15481,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_29,0.48141587
15482,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_26,0.5119449
15483,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_22,0.2878182
15484,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_18,0.4687694
15485,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_27,0.55453277
15486,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_25,0.5593619
15487,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_8,0.5617507
15488,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_9,0.5753296
15489,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_3,0.5695054
15490,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_18,0.4859686
15491,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_24,0.54867494
15492,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_9,0.4560066
15493,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_14,0.5729491
15494,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_6,0.5914553
15495,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_31,0.34318015
15496,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_14,0.5688193
15497,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_17,0.78972983
15498,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_3,0.57004213
15499,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_8,0.5806558
15500,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_25,0.42053658
15501,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_7,0.5886435
15502,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_17,0.53427035
15503,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_25,0.57703006
15504,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_4,0.56781244
15505,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_29,0.47234547
15506,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_29,0.5612056
15507,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_10,0.57370967
15508,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_13_17,0.54520047
15509,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_30,0.522482
15510,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_13,0.58676416
15511,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_9_1,0.5475189
15512,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_18,0.570041
15513,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_23,0.5752226
15514,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_27,0.5608068
15515,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_22,0.43987533
15516,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_32,0.5713233
15517,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_12,0.5196846
15518,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_22,0.4030552
15519,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_30_23,0.43297723
15520,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_27,0.39138764
15521,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_1,0.56871307
15522,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_12,0.5745148
15523,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_19,0.5707255
15524,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_26_4,0.5694571
15525,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_30,0.8057186
15526,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_11,0.47046936
15527,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_13,0.467253
15528,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_27,0.56882036
15529,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_4,0.57485956
15530,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_11_8,0.5728559
15531,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_14,0.5800947
15532,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_4_1,0.5133112
15533,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_2,0.57252836
15534,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_18_24,0.5686355
15535,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_20,0.39693192
15536,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_3,0.56580293
15537,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_28,0.5717916
15538,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_20,0.5689829
15539,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_12,0.54182273
15540,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_24_12,0.5618565
15541,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_15,0.48474213
15542,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_12_1,0.57933474
15543,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_13_12,0.4724307
15544,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_14,0.5890889
15545,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_4_24,0.46441618
15546,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_1_7,0.5752321
15547,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_31_13,0.5596524
15548,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_10,0.5503578
15549,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_22,0.56092286
15550,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_19,0.5597663
15551,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_8_13,0.57566845
15552,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_13,0.49307704
15553,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_26,0.38619655
15554,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_27_10,0.57310873
15555,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_3,0.57700014
15556,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_26_20,0.5304869
15557,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_7_2,0.5706759
15558,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_4,0.5718369
15559,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_4,0.56115216
15560,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_21,0.4766453
15561,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_6,0.5698791
15562,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_7,0.5491151
15563,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_29_9,0.56460077
15564,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_23,0.47322127
15565,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_10,0.47057545
15566,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_14,0.5562142
15567,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_2,0.5703476
15568,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_29,0.47832525
15569,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_5,0.5438108
15570,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_15_24,0.54041755
15571,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_3,0.569572
15572,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_32_20,0.5851628
15573,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_17_8,0.5693433
15574,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_9_20,0.49441966
15575,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_28_30,0.49018395
15576,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_19,0.5062488
15577,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_20_5,0.5581718
15578,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_19_21,0.56026185
15579,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_21_22,0.54049957
15580,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_2_20,0.46168223
15581,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_5_8,0.6291004
15582,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_6_31,0.48018047
15583,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_25_27,0.5702491
15584,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_10_24,0.55243725
15585,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_23_24,0.48065874
15586,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_3_31,0.5270519
15587,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_14_1,0.60924476
15588,48RWU_32_times_32,S2B_MSIL2A_20210111T034119_R061_T48RWU_20210111T161928_visual_16_31,0.5221104
